.	49	9409	4784321	8150242	23271440	24478075	29115086	29228862	32854003	35858095	41096323	41566183	45667463	46184344	52123883	61019938	68472830	81825375	102635653	499660772
.	50	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	50	31630	4881199	8322225	23334969	24575348	29198085	29321457	32982757	35995975	41254233	41724515	45823219	46341880	52276108	61226163	68690709	82067098	102883299	499660772
.	51	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	51	13776	4868856	8414144	23434618	24677474	29313863	29443213	33063426	36081412	41346905	41817502	45948199	46471848	52425300	61397758	68904584	82298054	103244119	499660772
.	52	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	52	14259	4793719	8430410	23386172	24617650	29261549	29404715	33005033	36021472	41296245	41770359	45910779	46434207	52382850	61344750	68864622	82235598	103149740	499660772
.	53	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	53	18630	4789986	8561665	23485872	24727866	29376066	29525468	33091515	36066184	41320442	41791435	45943496	46460699	52388130	61340154	68861818	82225572	103041750	499660772
.	54	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	54	22573	4803552	8689029	23608580	24866346	29508207	29668062	33236214	36214364	41494275	41976793	46143211	46662042	52604120	61598442	69140344	82577363	103433509	499660772
.	55	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	55	26337	4898458	8897521	23766584	25059320	29698276	29874016	33485488	36469692	41798196	42273518	46469464	46999350	52987015	62054205	69670156	83172209	104091127	499660772
.	56	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	56	57042	4915103	9066355	23851587	25155064	29807464	29991534	33604952	36596109	41912579	42395248	46602974	47133792	53104395	62193197	69822222	83399157	104362545	499660772
.	57	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	57	10329	4931494	9170642	23854684	25189627	29843614	30045888	33690143	36736502	42082472	42566026	46791231	47341200	53332583	62513932	70223203	83859911	104881984	499660772
.	58	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	58	16980	4938859	9335504	23918864	25276197	29944278	30157374	33822839	36888706	42253450	42737626	46991039	47540709	53574624	62835652	70622482	84356977	105574969	499660772
.	59	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	59	11836	4898412	9416356	23887041	25264119	29938383	30167399	33812861	36833878	42168942	42661561	46906769	47459524	53450175	62723345	70519761	84225393	105407978	499660772
.	60	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	60	2965	4941416	9665740	24053506	25458067	30146820	30387874	34051944	37090276	42462429	42960874	47240351	47803800	53831628	63181216	71050979	84817619	106087063	499660772
.	61	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	61	5986	4990301	9856464	24064747	25490578	30144689	30402843	34082963	37117225	42512775	43011233	47294672	47869521	53909634	63322354	71230715	85121626	106363200	499660772
.	62	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	62	13161	5062124	10061977	24103907	25572567	30225216	30500958	34212925	37231600	42642806	43145500	47436821	48023651	54085887	63556612	71517714	85459881	106766342	499660772
.	63	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	63	33651	5168625	10438221	24467881	25968069	30627413	30914751	34630567	37628417	43118514	43619615	47966944	48565299	54685551	64270428	72334420	86396382	107818573	499660772
.	64	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	64	83763	5249849	10760513	24596847	26127588	30797338	31101176	34838848	37847766	43331308	43838193	48204576	48813163	54927389	64547824	72658030	86801761	108220582	499660772
.	65	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	65	27475	5120052	10849947	24279766	25842034	30502174	30822691	34553148	37618871	43054669	43562630	47902307	48504457	54583957	64181549	72262265	86335332	107721463	499660772
.	66	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	66	81473	5164162	11137751	24393342	25990228	30608320	30949929	34687163	37659882	43093156	43598005	47957171	48573575	54665057	64304906	72451827	86591818	107854605	499660772
.	67	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	67	84496	5306372	11488706	24368556	26042721	30645429	31008788	34868943	37856904	43259916	43769531	48115069	48722307	54803205	64446916	72584000	86645965	107884003	499660772
.	68	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	68	65615	5370783	11925966	24644230	26354836	31018379	31447942	35155244	38107597	43522808	44025784	48414808	49016406	55098555	64737091	72900148	86982922	108108620	499660772
.	69	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	69	61098	5410546	12329882	24784617	26541773	31175498	31623122	35363737	38335081	43783780	44289705	48712622	49324111	55448456	65183521	73430605	87696435	109127427	499660772
.	70	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	70	81843	5450529	12792667	24996235	26789441	31391054	31850601	35599127	38543016	44008567	44516830	48967321	49592139	55721218	65516706	73811965	88116777	109541281	499660772
.	71	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	71	109412	5497124	13203590	25113291	26971042	31593382	32057895	35840088	38771764	44226403	44739323	49214638	49844018	55995208	65845484	74215016	88557645	109980829	499660772
.	72	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	72	86214	5498949	13581272	25101467	27016585	31600942	32095800	35898135	38842814	44302049	44819165	49297394	49935914	56103526	66011108	74431843	88810133	110266609	499660772
.	73	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	73	75140	5507858	14010613	25137596	27100830	31644453	32165342	35982297	38903444	44355235	44875979	49372892	50017600	56196354	66145035	74604605	89010045	110469937	499660772
.	74	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	74	106077	5569093	14542044	25348134	27367417	31860602	32405945	36212128	39092328	44551245	45068529	49598033	50242135	56439162	66441024	74962940	89401105	110842584	499660772
.	75	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	75	108888	5600363	15024710	25413951	27509164	31986604	32565693	36423201	39309052	44772843	45295790	49857053	50516076	56736188	66857512	75484799	90029233	111549762	499660772
.	76	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	76	98146	5621418	15543328	25543846	27714307	32136490	32752657	36636229	39490402	44962759	45485187	50069592	50737753	56977514	67171663	75867335	90498436	111999594	499660772
.	77	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	77	73719	5697034	16069183	25593119	27839920	32214371	32872997	36762118	39616054	45070756	45596527	50192526	50870541	57097976	67327912	76083329	90678148	112172889	499660772
.	78	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	78	89049	5717279	16574237	25689038	28002849	32368223	33057117	36960112	39782752	45228966	45758771	50394114	51076130	57299815	67595119	76394396	91052377	112527511	499660772
.	79	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	79	93321	5828399	17159909	25816185	28208994	32521707	33249774	37182281	39988795	45458372	45988107	50659098	51350817	57633459	68016613	76920055	91699255	113267378	499660772
.	80	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	80	99200	5932982	17852589	26074670	28551578	32817636	33579196	37524240	40299642	45783396	46318334	51032423	51734010	58025069	68476764	77443472	92297653	113890492	499660772
.	81	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	81	121544	5990303	18366632	26066120	28643829	32892689	33704732	37673792	40448801	45888173	46431267	51177765	51876665	58141787	68658497	77687875	92548842	114226856	499660772
.	82	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	82	136023	6295015	19089045	26360732	29041158	33231925	34083917	38072881	40813215	46246300	46790952	51555621	52260357	58545671	69144176	78235300	93121187	114641900	499660772
.	83	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	83	116177	6428031	19576816	26281982	29074418	33216193	34121726	38169068	40948526	46388477	46948289	51757697	52471038	58755297	69415342	78578755	93540112	115144442	499660772
.	84	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	84	136403	224117	6802955	20096081	26288436	26298956	26306474	26366132	29192654	33237568	34178859	38214986	40891683	46260384	46811879	51614916	52330642	58575882	69266495	78448546	93404137	114835529	499660772
.	85	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	85	110272	220250	7064420	20611974	26277754	26290487	26299934	26373272	29286659	33249073	34245066	38297273	40959903	46295700	46842084	51696022	52429657	58679761	69427453	78708081	93704382	115143681	499660772
.	86	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	86	95756	227063	7384632	21379004	26610398	26625492	26636980	26724031	29751716	33648763	34701696	38811432	41458516	46795773	47343950	52240934	52976949	59257418	70109683	79484238	94590914	116036864	499660772
.	87	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	87	129829	557154	7610607	21917462	26657078	26706848	26745239	27030498	29970778	33743182	34859753	38980504	41613921	46933477	47502969	52447306	53200049	59444869	70364461	79821486	94925318	116281029	499660772
.	88	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	88	128219	683646	7977711	22297509	26567575	26632119	26681839	27051119	30022947	33698210	34866652	38993412	41567190	46804750	47363667	52318009	53081071	59292815	70210368	79702206	94787077	116018275	499660772
.	89	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	89	144555	959967	8163063	22938603	26796822	26889731	26963790	27503975	30413031	33963031	35189986	39328244	41868554	47065013	47617666	52621276	53379614	59591030	70583313	80147496	95292405	116505232	499660772
.	90	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	90	129434	1478903	8457906	23370834	26785281	26940800	27066501	27976098	30624253	33993777	35300440	39435601	41946493	47103976	47658746	52697174	53468198	59664955	70708335	80351923	95532166	116566027	499660772
.	91	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	91	115779	1726531	8776728	23988212	27021066	27207061	27356323	28426220	31044562	34299394	35666703	39839567	42341907	47476971	48032084	53139456	53924599	60151167	71337058	81122405	96453141	117487962	499660772
.	92	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	92	125248	2103315	8981489	24534548	27187208	27418618	27606606	28935587	31433483	34554068	36010166	40191034	42689214	47782509	48333879	53515313	54303130	60541484	71849634	81754482	97218120	118360439	499660772
.	93	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	93	101849	2748309	9209732	25036549	27257802	27575881	27834104	29643174	31822462	34776738	36364036	40484921	42964593	48024119	48583179	53831052	54637243	60880795	72328996	82393279	98010508	119114590	499660772
.	94	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	94	93984	2878649	9429253	25529380	27495814	27829034	28106977	29997536	32229732	35086334	36743398	40950761	43427057	48471951	49032103	54361126	55176770	61465782	73096261	83354451	99179196	120328217	499660772
.	95	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	95	41401	3771541	9573859	25752966	27424959	27877125	28262098	30810873	32492755	35101926	36853387	41090932	43556503	48512349	49077228	54455918	55277556	61521405	73252284	83623881	99464878	120531454	499660772
.	96	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	96	57232	4461609	9790880	26184969	27376528	27914754	28371697	31443478	32820396	35284832	37251334	41105286	43530288	48379882	48943091	54349759	55184113	61361086	73089237	83485357	99282665	120074318	499660772
.	97	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	97	55267	4732702	10103482	26679979	27761185	28330818	28819874	32001957	33324741	35629281	37606086	41596770	44019944	48851128	49412071	54902250	55754810	61999931	73855577	84431427	100406568	121034925	499660772
.	98	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	98	50425	5212239	10378765	27206032	27968804	28603009	29152651	32743841	33940556	36155034	38351067	42060818	44506292	49306545	49875034	55457251	56331270	62599726	74634410	85397328	101561027	122240960	499660772
.	99	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	99	15248	5492989	10587346	27374318	27993871	28680228	29277656	33098492	34213689	36309141	38604823	42319177	44785970	49480760	50050827	55693622	56581043	62825877	74962073	85853083	102068894	122659744	499660772
.	100	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	100	31912	6224295	10815188	27517114	27895325	28681423	29376932	33800175	34572888	36531489	39010825	42324581	44774330	49335564	49908358	55580987	56476243	62659771	74814620	85794015	101968530	122257629	499660772
.	101	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	101	31522	6547321	10996290	27546729	27781212	28629934	29368308	34079457	34775775	36628169	39225132	42257800	44693404	49099329	49668466	55376103	56274787	62363525	74504844	85552482	101641894	121571098	499660772
.	102	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	102	37548	6767448	11333448	27840874	27985132	28874844	29644104	34516296	35254837	37049183	39719924	42566418	45040221	49385163	49951922	55749114	56655802	62802188	75040501	86247271	102537319	122287496	499660772
.	103	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	103	22088	7116432	11687444	28115831	28214316	29158063	29982477	35081691	35753821	37464005	40203402	43044868	45565127	49847440	50417290	56310997	57223457	63444696	75841094	87279249	103801715	123460007	499660772
.	104	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	104	37086	7363888	12092322	28549418	28633389	29653893	30498319	35736302	36438438	38069612	40872916	43794621	46382241	50607903	51183662	57237691	58188608	64442517	77136996	88897953	105668167	125377073	499660772
.	105	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	105	65589	7626050	12389991	28546869	28578447	29680181	30552243	36074669	36814374	38425217	41277483	43904749	46506669	50597853	51177161	57264298	58215902	64410602	77240951	89182510	105983988	125462076	499660772
.	106	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	106	62382	7851391	12777252	28740233	28753639	30003552	30823232	36500578	37313172	38846364	41694909	44180689	46814988	50796278	51376704	57539346	58509036	64692011	77621115	89826482	106483938	125502274	499660772
.	107	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	107	78709	8154287	13259519	29098169	29110424	30453928	31269770	36984358	37811940	39255375	42104510	44671445	47400177	51297779	51883309	58146957	59136362	65391084	78470815	90919542	107725474	126487910	499660772
.	108	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	108	37314	8303724	13569796	29131590	29137308	30477060	31418361	37347743	38188486	39668276	42565583	45104865	47886328	51663928	52262499	58630441	59636138	65876781	79084054	91755672	108917696	127648419	499660772
.	109	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	109	8285	8474348	13893992	29124779	29129208	30757461	31498946	37466295	38412467	39737306	42595993	45141933	47996198	51633443	52229273	58647124	59665280	65908516	79380283	92440711	109250302	127533914	499660772
.	110	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	110	12783	8764702	14448617	29577464	29580119	31236073	32068793	38161468	39106161	40425998	43267119	45858832	48838099	52401349	52990890	59576569	60613253	66990759	80618886	93996263	111294035	129473329	499660772
.	111	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	111	7016	8948922	15070024	30201119	30202362	32152896	32794587	38980259	40106074	41348446	44169874	46742877	49767018	53189593	53774827	60407445	61446413	67794651	81699547	95462739	112402284	130252060	499660772
.	112	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
